amount,currency,transaction_type,merchant_category,merchant_id,merchant_risk_score,user_id,account_age_days,kyc_level,avg_txn_amount_7d,avg_txn_amount_30d,device_type,is_new_device,ip_address,ip_risk_score,geo_location,hour,day_of_week,txn_velocity_1h,txn_velocity_24h,failed_txn_count_24h,account_balance,post_txn_balance,balance_change_ratio,amount_to_balance_ratio,is_night_txn,high_velocity_flag,unusual_location_flag,Class
37245.72,INR,UPI,crypto,M565,0.83,U4778,981,1,2945,2723,tablet,1,47.84.206.26,0.74,Pune,4,4,14,22,4,41075,3829.28,0.907,0.907,1,1,1,1
33827.29,INR,ATM,investment,M828,0.84,U4846,699,1,2833,2629,mobile,1,102.97.254.204,0.9,Mumbai,4,2,14,33,7,40050,6222.71,0.845,0.845,1,1,1,1
871.95,INR,card,gaming,M114,0.03,U3416,349,3,2633,2607,mobile,0,72.69.123.172,0.01,Pune,20,1,3,15,2,12250,11378.05,0.071,0.071,0,0,0,0
9534.03,INR,UPI,food,M400,0.22,U1070,297,2,1883,2001,desktop,0,177.12.119.72,0.1,Delhi,16,4,3,22,0,49289,39754.97,0.193,0.193,0,0,0,0
10455.07,INR,UPI,retail,M177,0.65,U5880,804,2,3340,3041,tablet,1,167.146.182.74,0.77,Hyderabad,3,3,13,28,4,12681,2225.93,0.824,0.824,1,1,1,1
5489.56,INR,UPI,electronics,M809,0.23,U2126,683,1,4180,4140,desktop,0,89.173.125.136,0.36,Chennai,16,5,4,16,2,24948,19458.44,0.22,0.22,0,0,0,0
23461.1,INR,card,gaming,M299,0.78,U5024,540,1,2197,2406,mobile,1,26.230.43.10,0.72,Mumbai,1,4,9,18,7,24313,851.9,0.965,0.965,1,1,1,1
34613.4,INR,UPI,retail,M708,0.76,U4250,348,2,2678,2386,mobile,1,83.10.28.217,0.96,Hyderabad,0,3,11,22,3,36529,1915.6,0.948,0.948,1,1,1,0
16208.71,INR,card,crypto,M388,0.75,U4901,206,2,3482,3354,mobile,1,143.106.65.193,0.97,Kolkata,4,0,9,27,7,18494,2285.29,0.876,0.876,1,1,1,1
1734.44,INR,netbanking,investment,M781,0.03,U2095,839,1,4461,4328,tablet,0,184.38.49.242,0.15,Mumbai,13,2,3,15,1,19453,17718.56,0.089,0.089,0,0,0,0
28242.94,INR,card,electronics,M628,0.86,U5545,411,3,2284,2060,tablet,1,177.42.224.169,0.85,Chennai,4,2,13,31,6,31112,2869.06,0.908,0.908,1,1,1,1
3381.33,INR,ATM,electronics,M253,0.31,U2212,658,3,4613,4684,tablet,0,111.233.139.31,0.07,Kolkata,16,4,4,17,2,13941,10559.67,0.243,0.243,0,0,0,0
18379.45,INR,ATM,investment,M314,0.87,U4921,416,1,2351,2625,tablet,1,163.58.12.31,0.78,Pune,2,5,14,20,4,20271,1891.55,0.907,0.907,1,1,1,1
3358.63,INR,ATM,crypto,M441,0.13,U2425,895,2,2478,2248,desktop,0,98.58.210.232,0.11,Pune,10,4,2,12,1,14631,11272.37,0.23,0.23,0,0,0,0
35411.1,INR,ATM,luxury,M779,0.88,U4066,698,2,2725,2723,mobile,1,99.80.230.43,0.92,Mumbai,1,2,10,21,3,36327,915.9,0.975,0.975,1,1,1,1
24385.29,INR,UPI,travel,M158,0.99,U5519,237,2,4052,4022,desktop,1,225.128.235.89,0.74,Kolkata,2,2,9,11,3,29987,5601.71,0.813,0.813,1,1,1,1
475.16,INR,UPI,crypto,M459,0.23,U3100,814,3,3292,3466,mobile,0,231.3.83.215,0.35,Delhi,8,5,5,6,2,43623,43147.84,0.011,0.011,0,0,0,0
4927.79,INR,ATM,investment,M993,0.24,U1807,98,1,3309,3183,desktop,0,70.199.142.196,0.17,Chennai,16,3,3,14,1,21077,16149.21,0.234,0.234,0,0,0,0
7088.1,INR,UPI,crypto,M985,0.92,U5743,89,3,3558,3633,desktop,1,104.117.48.129,0.78,Hyderabad,2,5,13,27,4,8452,1363.9,0.839,0.839,1,1,1,1
25698.88,INR,netbanking,food,M628,0.89,U4750,178,1,1558,1620,desktop,1,222.190.30.168,0.81,Pune,1,5,14,28,3,27326,1627.12,0.94,0.94,1,1,1,1
875.26,INR,card,luxury,M321,0.25,U2362,378,1,2928,2662,desktop,0,199.179.218.187,0.2,Hyderabad,15,2,1,13,2,34949,34073.74,0.025,0.025,0,0,0,0
1118.63,INR,ATM,luxury,M373,0.13,U3317,701,1,3224,3494,tablet,0,143.251.100.217,0.24,Delhi,14,5,2,21,1,41080,39961.37,0.027,0.027,0,0,0,0
24006.72,INR,UPI,crypto,M982,0.92,U5581,343,2,4302,4211,tablet,1,75.185.73.73,0.75,Mumbai,3,5,13,26,3,26124,2117.28,0.919,0.919,1,1,1,1
23706.55,INR,card,crypto,M448,0.95,U5741,557,1,1514,1220,mobile,1,169.106.98.81,0.96,Kolkata,0,0,10,14,4,25651,1944.45,0.924,0.924,1,1,1,1
9918.59,INR,UPI,investment,M204,0.37,U2025,987,3,3949,4022,mobile,0,29.10.146.22,0.35,Mumbai,8,0,1,8,2,33369,23450.41,0.297,0.297,0,0,0,0
12146.83,INR,UPI,travel,M954,0.94,U4109,260,3,2272,2155,desktop,1,213.156.132.128,0.8,Bangalore,1,1,14,28,3,12428,281.17,0.977,0.977,1,1,1,1
1278.19,INR,netbanking,electronics,M114,0.28,U3110,935,1,2260,2303,desktop,0,249.84.118.137,0.31,Chennai,11,0,5,14,1,16120,14841.81,0.079,0.079,0,0,0,0
2495.72,INR,netbanking,travel,M243,0.33,U2041,412,3,2201,2182,mobile,0,84.77.44.54,0.04,Bangalore,12,2,3,18,1,27029,24533.28,0.092,0.092,0,0,0,0
1828.88,INR,UPI,retail,M913,0.26,U2876,30,2,2322,2441,tablet,0,160.90.14.199,0.04,Kolkata,19,0,1,3,2,10146,8317.12,0.18,0.18,0,0,0,0
510.4,INR,UPI,travel,M986,0.27,U1881,243,1,4725,4723,desktop,0,248.80.242.155,0.32,Bangalore,11,5,1,7,1,10520,10009.6,0.049,0.049,0,0,0,0
10154.65,INR,ATM,travel,M258,0.88,U5299,934,1,1089,888,mobile,1,77.155.137.154,0.7,Bangalore,2,1,11,12,4,10952,797.35,0.927,0.927,1,1,1,1
795.13,INR,netbanking,retail,M970,0.37,U2192,488,1,4649,4368,mobile,0,116.225.145.235,0.11,Kolkata,15,5,1,12,1,28078,27282.87,0.028,0.028,0,0,0,0
7688.4,INR,UPI,investment,M626,0.77,U5587,833,2,1001,782,mobile,1,173.113.114.88,0.8,Kolkata,2,3,10,21,5,8327,638.6,0.923,0.923,1,1,1,1
12585.21,INR,UPI,travel,M387,0.93,U5510,869,2,4439,4448,desktop,1,95.126.26.143,0.71,Chennai,1,2,8,18,4,15145,2559.79,0.831,0.831,1,1,1,1
8465.3,INR,card,crypto,M880,0.76,U4670,882,2,2378,2503,mobile,1,132.156.129.200,0.79,Bangalore,3,5,8,16,3,10130,1664.7,0.836,0.836,1,1,1,1
5773.09,INR,ATM,retail,M980,0.31,U1624,98,2,632,906,desktop,0,161.163.91.41,0.21,Chennai,12,4,5,24,0,44056,38282.91,0.131,0.131,0,0,0,0
39001.94,INR,UPI,retail,M854,0.75,U3796,112,3,2399,2202,tablet,1,125.190.42.214,0.78,Delhi,4,5,13,32,6,47726,8724.06,0.817,0.817,1,1,1,1
41457.36,INR,ATM,food,M387,0.88,U5291,766,2,4614,4468,tablet,1,53.32.16.74,0.85,Delhi,4,1,11,20,3,44099,2641.64,0.94,0.94,1,1,1,1
20471.26,INR,netbanking,luxury,M820,0.67,U5968,791,2,2509,2328,tablet,1,63.101.217.37,0.82,Pune,3,4,12,27,5,21030,558.74,0.973,0.973,1,1,1,1
320.09,INR,ATM,gaming,M189,0.04,U1233,510,3,3862,4120,desktop,0,150.210.107.2,0.32,Hyderabad,12,0,1,18,1,47470,47149.91,0.007,0.007,0,0,0,0
37185.93,INR,card,food,M712,0.76,U5566,357,3,3578,3360,desktop,1,43.93.116.128,0.99,Mumbai,1,1,13,28,2,40764,3578.07,0.912,0.912,1,1,1,1
5747.87,INR,netbanking,electronics,M804,0.04,U2662,476,2,1233,1274,tablet,0,49.37.21.19,0.13,Pune,8,5,4,22,0,34792,29044.13,0.165,0.165,0,0,0,1
5917.24,INR,netbanking,electronics,M579,0.3,U1415,808,2,3368,3483,desktop,0,11.168.52.51,0.24,Chennai,20,1,3,22,2,46847,40929.76,0.126,0.126,0,0,0,0
31815.65,INR,netbanking,travel,M555,0.91,U5246,673,3,525,388,desktop,1,115.250.98.45,0.99,Bangalore,3,0,9,14,7,37377,5561.35,0.851,0.851,1,1,1,1
1965.19,INR,card,luxury,M224,0.38,U3173,908,3,991,922,mobile,0,118.100.26.72,0.21,Mumbai,21,4,5,19,1,9863,7897.81,0.199,0.199,0,0,0,0
717.63,INR,UPI,electronics,M303,0.03,U2456,686,1,4191,4077,tablet,0,85.91.110.131,0.05,Kolkata,17,2,2,16,2,18888,18170.37,0.038,0.038,0,0,0,0
803.25,INR,netbanking,investment,M453,0.0,U1746,349,1,546,718,mobile,0,152.196.233.65,0.37,Bangalore,11,2,4,21,1,13823,13019.75,0.058,0.058,0,0,0,0
1202.75,INR,UPI,food,M657,0.07,U1017,895,1,3350,3138,desktop,0,159.51.133.35,0.07,Delhi,10,1,1,10,1,11177,9974.25,0.108,0.108,0,0,0,0
12426.37,INR,ATM,retail,M235,0.28,U2200,844,2,1845,1776,mobile,0,30.25.127.210,0.15,Mumbai,19,2,4,20,1,44414,31987.63,0.28,0.28,0,0,0,0
2754.86,INR,UPI,travel,M508,0.15,U2699,849,1,4983,4864,desktop,0,250.80.52.76,0.3,Hyderabad,19,5,3,10,0,19902,17147.14,0.138,0.138,0,0,0,0
34131.44,INR,netbanking,luxury,M636,0.69,U4253,528,2,4559,4617,desktop,1,240.91.235.245,0.84,Chennai,4,4,8,25,3,39155,5023.56,0.872,0.872,1,1,1,1
2789.92,INR,UPI,investment,M577,0.22,U1596,171,3,4113,4154,tablet,0,249.85.19.85,0.31,Hyderabad,14,5,4,19,2,9575,6785.08,0.291,0.291,0,0,0,0
32704.98,INR,UPI,retail,M681,0.62,U4226,910,2,1322,1559,mobile,1,255.137.4.223,0.91,Bangalore,0,4,13,23,3,39103,6398.02,0.836,0.836,1,1,1,1
19795.91,INR,ATM,travel,M724,0.71,U5405,234,3,3971,3787,desktop,1,254.5.140.228,0.72,Pune,4,5,8,17,4,23688,3892.09,0.836,0.836,1,1,1,1
4977.23,INR,netbanking,travel,M472,0.82,U5719,106,1,2133,2431,desktop,1,58.107.235.204,0.85,Chennai,4,1,11,13,5,5509,531.77,0.903,0.903,1,1,1,1
3336.48,INR,UPI,food,M558,0.37,U2505,940,1,4882,5082,desktop,0,61.63.5.243,0.39,Kolkata,16,4,1,13,0,32935,29598.52,0.101,0.101,0,0,0,0
999.05,INR,netbanking,retail,M702,0.18,U2412,640,1,2881,3101,mobile,0,147.157.4.80,0.09,Chennai,18,3,4,8,1,12651,11651.95,0.079,0.079,0,0,0,0
1993.55,INR,card,gaming,M942,0.2,U2965,491,3,4251,4372,mobile,0,250.15.124.24,0.23,Bangalore,21,5,1,2,2,10729,8735.45,0.186,0.186,0,0,0,0
6091.49,INR,netbanking,investment,M559,0.34,U1371,725,3,4056,3777,tablet,0,132.145.32.19,0.09,Mumbai,17,1,2,20,0,24910,18818.51,0.245,0.245,0,0,0,0
6641.85,INR,card,investment,M185,0.3,U2340,55,3,2001,2161,desktop,0,238.74.208.19,0.22,Kolkata,19,5,2,14,0,37769,31127.15,0.176,0.176,0,0,0,0
6193.94,INR,card,travel,M486,0.16,U1598,332,2,2168,2136,mobile,0,111.230.250.84,0.32,Kolkata,17,2,2,3,2,38112,31918.06,0.163,0.163,0,0,0,0
1599.92,INR,netbanking,retail,M145,0.27,U1238,259,2,1751,1596,mobile,0,81.248.32.245,0.0,Bangalore,14,2,2,14,1,34577,32977.08,0.046,0.046,0,0,0,0
25824.88,INR,UPI,investment,M566,0.96,U4400,674,1,1905,1762,tablet,1,67.129.222.133,0.99,Delhi,3,1,8,19,5,29445,3620.12,0.877,0.877,1,1,1,1
5666.08,INR,netbanking,crypto,M478,0.12,U3067,442,3,1681,1603,desktop,0,185.124.40.204,0.34,Pune,8,1,2,4,1,28433,22766.92,0.199,0.199,0,0,0,0
1251.21,INR,ATM,investment,M683,0.05,U1810,281,2,1984,1813,desktop,0,213.56.88.146,0.22,Delhi,11,1,5,15,2,15360,14108.79,0.081,0.081,0,0,0,0
7354.81,INR,netbanking,travel,M662,0.19,U2094,230,1,3041,3054,tablet,0,225.241.203.130,0.02,Chennai,9,0,2,16,1,32271,24916.19,0.228,0.228,0,0,0,0
45499.15,INR,netbanking,food,M412,0.74,U5324,872,1,4327,4421,desktop,1,188.58.15.207,0.96,Pune,4,4,12,17,6,49963,4463.85,0.911,0.911,1,1,1,1
5346.74,INR,ATM,retail,M482,0.89,U5760,95,3,4883,5154,tablet,1,16.156.105.171,0.86,Chennai,2,5,12,28,6,5779,432.26,0.925,0.925,1,1,1,1
27459.53,INR,UPI,crypto,M578,0.86,U4676,666,2,1736,1632,desktop,1,188.222.122.105,1.0,Kolkata,3,2,11,19,6,28075,615.47,0.978,0.978,1,1,1,1
10751.72,INR,card,crypto,M163,0.69,U4464,918,3,1930,2182,tablet,1,151.40.107.111,0.84,Chennai,4,5,13,15,4,12414,1662.28,0.866,0.866,1,1,1,1
45072.74,INR,ATM,travel,M651,0.79,U4103,94,3,4656,4620,desktop,1,61.206.203.26,0.99,Hyderabad,2,5,10,15,4,48947,3874.26,0.921,0.921,1,1,1,1
23852.94,INR,ATM,gaming,M241,0.75,U3749,465,1,983,905,desktop,1,239.110.150.104,0.72,Kolkata,2,0,8,17,6,27089,3236.06,0.881,0.881,1,1,1,0
2917.58,INR,netbanking,electronics,M856,0.11,U3295,55,1,2133,2013,desktop,0,96.164.249.106,0.05,Kolkata,9,3,1,14,0,12331,9413.42,0.237,0.237,0,0,0,0
42372.08,INR,netbanking,retail,M617,0.65,U5192,279,2,4302,4514,mobile,1,33.92.48.124,0.94,Hyderabad,4,2,10,12,3,49950,7577.92,0.848,0.848,1,1,1,1
12973.13,INR,netbanking,travel,M290,0.61,U4708,434,3,4320,4020,mobile,1,72.141.12.146,0.75,Mumbai,3,1,9,10,7,14962,1988.87,0.867,0.867,1,1,1,1
17129.94,INR,ATM,gaming,M398,0.71,U4018,442,2,3429,3418,desktop,1,251.207.228.150,0.94,Pune,4,0,11,22,2,17848,718.06,0.96,0.96,1,1,1,1
11680.67,INR,UPI,travel,M371,0.99,U5252,360,2,958,890,tablet,1,110.116.183.106,0.84,Pune,0,5,9,21,3,14368,2687.33,0.813,0.813,1,1,1,1
175.07,INR,netbanking,travel,M560,0.27,U1803,923,2,4165,4434,desktop,0,231.113.138.223,0.38,Bangalore,14,1,5,12,1,12142,11966.93,0.014,0.014,0,0,0,0
6547.52,INR,netbanking,electronics,M137,0.94,U5190,565,2,1934,1674,mobile,1,218.230.131.239,0.99,Bangalore,1,2,11,27,3,7228,680.48,0.906,0.906,1,1,1,1
48011.54,INR,netbanking,travel,M258,0.76,U4705,819,1,4440,4640,mobile,1,45.157.72.3,0.89,Chennai,3,3,10,14,3,49600,1588.46,0.968,0.968,1,1,1,1
2502.05,INR,netbanking,gaming,M984,0.26,U1751,803,2,4553,4800,tablet,0,132.28.193.131,0.39,Pune,21,0,3,19,2,46038,43535.95,0.054,0.054,0,0,0,0
24943.14,INR,netbanking,travel,M271,0.93,U5644,987,2,1019,1134,mobile,1,241.244.126.44,0.77,Kolkata,0,3,14,20,5,25618,674.86,0.974,0.974,1,1,1,1
36860.77,INR,UPI,travel,M157,0.64,U3531,382,3,4727,4790,mobile,1,142.65.101.240,0.85,Kolkata,1,0,13,16,2,41806,4945.23,0.882,0.882,1,1,1,1
5209.46,INR,UPI,luxury,M774,0.04,U1621,635,2,3372,3404,desktop,0,220.97.158.148,0.33,Hyderabad,18,0,1,7,0,45962,40752.54,0.113,0.113,0,0,0,0
3500.62,INR,ATM,luxury,M510,0.09,U3297,790,2,4758,4903,mobile,0,212.155.121.124,0.39,Hyderabad,18,1,4,7,2,30703,27202.38,0.114,0.114,0,0,0,0
6755.05,INR,netbanking,gaming,M632,0.83,U4828,722,3,4298,4454,tablet,1,57.178.200.131,0.7,Chennai,1,0,12,15,5,7964,1208.95,0.848,0.848,1,1,1,1
4046.56,INR,ATM,investment,M303,0.24,U1566,118,2,1259,1326,mobile,0,3.143.214.110,0.36,Chennai,13,2,2,4,0,46131,42084.44,0.088,0.088,0,0,0,0
4969.85,INR,card,food,M403,0.37,U2135,754,3,4396,4161,mobile,0,80.51.197.214,0.03,Pune,17,4,1,18,0,43506,38536.15,0.114,0.114,0,0,0,0
1799.67,INR,UPI,gaming,M619,0.02,U2204,79,1,3273,3453,mobile,0,137.23.76.184,0.26,Pune,11,4,2,4,0,31237,29437.33,0.058,0.058,0,0,0,0
4701.79,INR,card,luxury,M405,0.34,U2047,406,1,3525,3440,desktop,0,204.235.251.21,0.24,Pune,21,1,4,5,2,36412,31710.21,0.129,0.129,0,0,0,0
5304.04,INR,UPI,food,M167,0.04,U1051,292,3,4506,4537,mobile,0,34.20.153.7,0.37,Kolkata,17,4,4,13,1,33030,27725.96,0.161,0.161,0,0,0,0
26128.39,INR,UPI,electronics,M416,0.88,U4651,188,1,3356,3650,desktop,1,69.150.203.25,0.95,Chennai,2,1,10,21,2,31250,5121.61,0.836,0.836,1,1,1,1
893.28,INR,card,retail,M708,0.08,U2044,799,3,4539,4459,desktop,0,116.183.154.243,0.25,Mumbai,15,4,3,12,1,12931,12037.72,0.069,0.069,0,0,0,0
1357.4,INR,ATM,gaming,M950,0.18,U3181,696,1,3483,3406,tablet,0,158.213.28.126,0.34,Delhi,10,2,4,13,2,9870,8512.6,0.138,0.138,0,0,0,0
30501.26,INR,ATM,electronics,M214,0.64,U3688,491,2,1242,1214,tablet,1,252.183.9.128,0.84,Mumbai,3,2,10,22,7,37129,6627.74,0.821,0.821,1,1,1,1
3879.14,INR,UPI,electronics,M712,0.24,U1534,911,2,1963,1934,desktop,0,230.84.9.21,0.04,Kolkata,20,3,2,16,2,14433,10553.86,0.269,0.269,0,0,0,0
40308.61,INR,ATM,food,M727,0.95,U4184,833,1,4458,4286,desktop,1,76.252.123.204,0.79,Hyderabad,3,0,12,28,7,47013,6704.39,0.857,0.857,1,1,1,1
37107.43,INR,netbanking,crypto,M775,0.83,U4857,187,3,2310,2209,mobile,1,242.199.157.61,0.99,Pune,2,0,14,25,5,38154,1046.57,0.973,0.973,1,1,1,1
8530.79,INR,ATM,travel,M512,0.05,U1443,573,1,4802,4906,desktop,0,190.66.91.244,0.38,Delhi,9,0,3,10,1,48154,39623.21,0.177,0.177,0,0,0,0
35046.04,INR,netbanking,retail,M956,0.61,U4604,598,3,4530,4773,tablet,1,205.60.173.217,0.72,Chennai,1,2,14,27,5,40571,5524.96,0.864,0.864,1,1,1,1
410.65,INR,ATM,travel,M121,0.15,U1195,527,3,2048,1846,tablet,0,35.198.87.225,0.1,Chennai,18,0,5,15,0,6660,6249.35,0.062,0.062,0,0,0,0
5043.57,INR,UPI,crypto,M778,0.34,U2115,516,1,2026,1987,mobile,0,196.14.2.38,0.04,Delhi,17,5,2,14,0,36692,31648.43,0.137,0.137,0,0,0,0
5466.29,INR,netbanking,travel,M230,0.01,U1765,967,3,2581,2871,mobile,0,42.178.174.113,0.0,Kolkata,19,3,4,8,1,28814,23347.71,0.19,0.19,0,0,0,0
9927.36,INR,card,travel,M140,0.02,U2945,820,2,1985,2086,mobile,0,191.9.239.174,0.04,Bangalore,14,1,2,14,2,42127,32199.64,0.236,0.236,0,0,0,0
32929.88,INR,card,food,M655,0.92,U4247,776,3,2991,3210,mobile,1,16.229.216.20,0.86,Hyderabad,2,2,14,15,3,39919,6989.12,0.825,0.825,1,1,1,1
40385.12,INR,ATM,luxury,M188,0.6,U4002,483,2,1079,1249,tablet,1,69.186.212.26,0.96,Pune,4,0,11,12,4,41450,1064.88,0.974,0.974,1,1,1,1
1765.24,INR,UPI,investment,M724,0.05,U2432,338,1,2246,2459,desktop,0,32.133.22.140,0.15,Hyderabad,16,1,2,12,1,28315,26549.76,0.062,0.062,0,0,0,0
37768.96,INR,card,gaming,M703,0.77,U5200,386,1,2799,3047,tablet,1,200.95.128.182,0.85,Kolkata,2,4,11,22,4,42261,4492.04,0.894,0.894,1,1,1,1
21975.83,INR,netbanking,electronics,M953,0.86,U4095,564,1,3842,3834,tablet,1,167.1.31.36,0.98,Mumbai,4,5,9,23,4,22938,962.17,0.958,0.958,1,1,1,1
42357.02,INR,UPI,retail,M214,0.91,U3922,236,2,3137,3004,tablet,1,40.51.209.21,0.74,Kolkata,2,0,9,13,4,46945,4587.98,0.902,0.902,1,1,1,1
8877.02,INR,UPI,investment,M398,0.35,U1644,547,3,1237,1297,desktop,0,72.3.70.250,0.0,Pune,12,4,1,6,2,35785,26907.98,0.248,0.248,0,0,0,0
1153.79,INR,UPI,gaming,M839,0.04,U2049,956,3,736,970,tablet,0,21.123.146.115,0.37,Mumbai,17,0,2,20,2,16055,14901.21,0.072,0.072,0,0,0,0
14440.23,INR,ATM,crypto,M630,0.93,U4745,912,2,1376,1494,mobile,1,153.43.88.206,0.85,Hyderabad,0,5,12,22,7,15737,1296.77,0.918,0.918,1,1,1,0
17615.22,INR,card,investment,M240,0.97,U5093,150,2,1731,1847,desktop,1,131.166.29.10,0.77,Pune,0,5,12,30,4,20155,2539.78,0.874,0.874,1,1,1,1
13683.97,INR,UPI,luxury,M346,0.76,U5403,642,2,2932,2924,tablet,1,27.234.89.48,0.73,Chennai,1,5,12,17,6,15051,1367.03,0.909,0.909,1,1,1,1
1049.91,INR,ATM,crypto,M659,0.03,U1120,836,1,1415,1708,desktop,0,181.40.132.70,0.03,Chennai,19,1,3,12,0,8216,7166.09,0.128,0.128,0,0,0,0
6400.87,INR,card,electronics,M938,0.22,U3052,524,2,3583,3796,tablet,0,200.162.91.169,0.01,Bangalore,17,4,2,17,0,22140,15739.13,0.289,0.289,0,0,0,0
27061.02,INR,UPI,electronics,M499,0.81,U5258,768,1,3558,3752,desktop,1,127.11.24.79,0.83,Hyderabad,1,1,11,29,3,30378,3316.98,0.891,0.891,1,1,1,1
24224.41,INR,netbanking,electronics,M168,0.99,U5888,842,3,1083,1109,mobile,1,59.30.180.109,0.88,Pune,3,4,11,25,2,27529,3304.59,0.88,0.88,1,1,1,1
12769.61,INR,UPI,luxury,M829,0.81,U5334,627,2,2620,2481,tablet,1,57.204.36.134,0.89,Delhi,3,1,10,23,3,14033,1263.39,0.91,0.91,1,1,1,1
35908.68,INR,ATM,electronics,M403,0.64,U5691,310,3,2108,2307,tablet,1,4.201.173.40,0.89,Kolkata,1,5,14,20,5,38318,2409.32,0.937,0.937,1,1,1,1
2979.71,INR,netbanking,food,M566,0.35,U1134,55,2,1901,2091,desktop,0,185.61.206.177,0.3,Bangalore,9,4,5,18,1,12299,9319.29,0.242,0.242,0,0,0,0
2061.28,INR,UPI,food,M123,0.3,U3460,427,2,2345,2223,desktop,0,251.42.85.92,0.26,Delhi,14,5,2,19,1,8868,6806.72,0.232,0.232,0,0,0,0
10154.07,INR,card,gaming,M832,0.32,U2954,199,2,750,699,mobile,0,189.4.210.255,0.05,Hyderabad,11,1,5,21,2,37488,27333.93,0.271,0.271,0,0,0,0
1078.79,INR,ATM,luxury,M211,0.17,U3463,459,2,1894,1673,tablet,0,16.200.81.138,0.14,Hyderabad,21,3,1,16,1,6137,5058.21,0.176,0.176,0,0,0,0
119.86,INR,ATM,food,M798,0.06,U1184,383,2,4405,4499,desktop,0,69.192.106.177,0.36,Delhi,12,2,2,21,2,17486,17366.14,0.007,0.007,0,0,0,0
4202.64,INR,card,travel,M607,0.32,U2392,528,1,4071,3985,mobile,0,217.250.216.153,0.38,Mumbai,15,5,5,24,1,18225,14022.36,0.231,0.231,0,0,0,1
4857.84,INR,UPI,luxury,M920,0.28,U3276,304,2,2363,2569,mobile,0,50.51.156.75,0.39,Bangalore,21,1,3,7,1,37931,33073.16,0.128,0.128,0,0,0,0
1637.05,INR,card,gaming,M200,0.23,U1511,828,1,3086,3081,mobile,0,28.21.46.222,0.18,Bangalore,14,0,5,22,2,18259,16621.95,0.09,0.09,0,0,0,0
16871.79,INR,ATM,food,M620,0.78,U5729,170,2,2842,3137,mobile,1,110.85.200.86,0.84,Delhi,0,4,8,15,5,18513,1641.21,0.911,0.911,1,1,1,1
28313.09,INR,netbanking,crypto,M785,0.67,U5054,816,3,1790,1560,mobile,1,188.168.101.61,0.89,Bangalore,1,3,9,28,4,33155,4841.91,0.854,0.854,1,1,1,1
44420.82,INR,card,retail,M150,0.97,U4137,178,2,2315,2026,tablet,1,146.141.205.235,0.71,Bangalore,3,2,14,30,2,45386,965.18,0.979,0.979,1,1,1,1
14793.99,INR,ATM,crypto,M786,0.6,U3669,810,3,1710,1675,tablet,1,190.71.240.156,0.79,Delhi,3,3,9,14,4,15820,1026.01,0.935,0.935,1,1,1,1
26013.21,INR,UPI,travel,M612,0.9,U5773,543,1,787,881,tablet,1,81.162.91.76,0.92,Delhi,2,0,13,25,3,27571,1557.79,0.943,0.943,1,1,1,1
21967.27,INR,UPI,electronics,M657,0.93,U5861,877,3,2900,2768,desktop,1,74.214.98.156,0.93,Delhi,0,2,8,16,3,22615,647.73,0.971,0.971,1,1,1,1
1830.49,INR,UPI,gaming,M811,0.25,U3117,33,2,1441,1272,desktop,0,166.43.69.141,0.26,Hyderabad,10,0,2,3,1,27233,25402.51,0.067,0.067,0,0,0,0
1642.68,INR,netbanking,retail,M991,0.32,U1251,828,2,3396,3476,tablet,0,81.162.147.24,0.25,Kolkata,19,1,5,6,1,35567,33924.32,0.046,0.046,0,0,0,0
13529.34,INR,card,crypto,M155,0.92,U4526,299,2,2520,2230,mobile,1,2.168.248.139,0.83,Kolkata,3,1,8,11,6,15173,1643.66,0.892,0.892,1,1,1,1
13878.06,INR,card,investment,M249,0.88,U4559,115,3,4264,4318,desktop,1,99.55.227.119,0.96,Delhi,0,0,12,21,6,14288,409.94,0.971,0.971,1,1,1,1
17561.96,INR,UPI,retail,M180,0.6,U5011,166,1,2378,2244,desktop,1,98.185.66.241,0.87,Delhi,3,5,13,15,4,21904,4342.04,0.802,0.802,1,1,1,1
2292.9,INR,UPI,crypto,M889,0.33,U2507,369,1,1451,1167,tablet,0,231.210.120.44,0.18,Kolkata,13,0,4,8,1,40409,38116.1,0.057,0.057,0,0,0,0
1061.93,INR,UPI,luxury,M843,0.31,U1122,913,3,4363,4146,tablet,0,247.127.175.225,0.17,Hyderabad,11,0,4,17,2,27297,26235.07,0.039,0.039,0,0,0,0
32888.28,INR,UPI,retail,M844,0.92,U5259,64,3,3133,3021,desktop,1,255.200.61.205,0.71,Hyderabad,3,5,12,28,3,40539,7650.72,0.811,0.811,1,1,1,1
16864.87,INR,netbanking,investment,M728,0.92,U4333,382,2,4225,4382,mobile,1,235.236.254.172,0.76,Chennai,1,3,14,27,6,20615,3750.13,0.818,0.818,1,1,1,1
410.5,INR,netbanking,retail,M469,0.2,U2871,596,3,1452,1663,desktop,0,4.39.218.86,0.03,Mumbai,10,3,1,11,2,35888,35477.5,0.011,0.011,0,0,0,0
31336.03,INR,ATM,retail,M258,0.87,U4692,800,3,2110,1934,mobile,1,238.83.166.241,0.75,Bangalore,4,3,8,24,5,35023,3686.97,0.895,0.895,1,1,1,1
2519.19,INR,UPI,luxury,M971,0.22,U1567,154,1,2963,2683,tablet,0,222.170.128.119,0.19,Bangalore,12,3,1,12,0,11357,8837.81,0.222,0.222,0,0,0,0
